Bild_Nr,Werktitel,Hook,Kuenstler_Name,Technik,Genre,KI_Satz,KI_Beschreibung,Hashtags,Ausschnitt_URL_1,Ausschnitt_URL_2,Ausschnitt_URL_3,Foto_URL_1,Foto_URL_2,Kuenstler_Foto_URL,Event_Zeile1,Event_Zeile2,Event_Zeile3,CTA
25.202.02,Die Fischer,Dieser Künstler verwandelt Räume in Museen.,Ulrike Delcker-Heidbüchel,Öl auf Leinwand,Sonstiges,Öl auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520202_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520202_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520202_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520202.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520202.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_61.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.202.03,Im Watt,Dieser Künstler verwandelt Räume in Museen.,Ulrike Delcker-Heidbüchel,Öl auf Leinwand,Sonstiges,Öl auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520203_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520203_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520203_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520203.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520203.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_61.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.202.04,Liparische Inseln,Dieser Künstler verwandelt Räume in Museen.,Ulrike Delcker-Heidbüchel,Öl auf Leinwand,Landschaft,Öl auf Leinwand · Landschaft,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #Landschaftsmalerei,https://kunsttage-ludwigshoehe.de/uploads/reels/2520204_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520204_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520204_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520204.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520204.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_61.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.202.05,Mutter und Kind 1,Dieser Künstler verwandelt Räume in Museen.,Ulrike Delcker-Heidbüchel,Öl auf Leinwand,Pfalz,Öl auf Leinwand · Pfalz,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #Pfalz,https://kunsttage-ludwigshoehe.de/uploads/reels/2520205_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520205_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520205_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520205.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520205.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_61.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.202.06,Mutter und Kind 2,Dieser Künstler verwandelt Räume in Museen.,Ulrike Delcker-Heidbüchel,Öl auf Leinwand,Sonstiges,Öl auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520206_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520206_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520206_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520206.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520206.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_61.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.202.07,Schulmädchen,Dieser Künstler verwandelt Räume in Museen.,Ulrike Delcker-Heidbüchel,Öl auf Leinwand,Sonstiges,Öl auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520207_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520207_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520207_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520207.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520207.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_61.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.202.08,Venedig von San Giorgio,Dieser Künstler verwandelt Räume in Museen.,Ulrike Delcker-Heidbüchel,Aquarell,Landschaft,Aquarell · Landschaft,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #Landschaftsmalerei,https://kunsttage-ludwigshoehe.de/uploads/reels/2520208_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520208_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520208_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520208.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520208.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_61.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.01,Raben - Radel - Tour,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520401_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520401_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520401_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520401.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520401.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520401.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.02,Bauträger,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520402_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520402_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520402_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520402.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520402.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520402.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.03,Hürden - Nehmer,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520403_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520403_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520403_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520403.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520403.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520403.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.04,Congratulation,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520404_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520404_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520404_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520404.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520404.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520404.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.05,Aufrecht bleiben,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520405_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520405_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520405_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520405.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520405.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520405.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.06,Pfalzblatt,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520406_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520406_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520406_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520406.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520406.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520406.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.07,Unruhestand,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520407_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520407_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520407_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520407.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520407.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520407.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.08,Deutsches Tor Landau,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520408_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520408_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520408_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520408.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520408.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520408.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.09,kleine Weltreise,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520409_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520409_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520409_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520409.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520409.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520409.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.204.10,Raben - Radel - Ausflug,Dieser Künstler verwandelt Räume in Museen.,Armin Hott,Radierung handkoloriert,Sonstiges,Radierung handkoloriert · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520410_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520410_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520410_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520410.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520410.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520410.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.205.00,Hafenfeste,Dieser Künstler verwandelt Räume in Museen.,Rolf Grohmann,Oel auf Leinwand,Sonstiges,Oel auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520500_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520500_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520500_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520500.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520500.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_62.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.205.01,Wintergasse,Dieser Künstler verwandelt Räume in Museen.,Rolf Grohmann,Oel auf Platte,Sonstiges,Oel auf Platte · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520501_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520501_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520501_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520501.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520501.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_62.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.205.02,Stillleben mit Kerzen und Früchten,Dieser Künstler verwandelt Räume in Museen.,Rolf Grohmann,Oel auf Leinwand,Sonstiges,Oel auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520502_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520502_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520502_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520502.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520502.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_62.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.205.03,Provencalisches Gehöft,Dieser Künstler verwandelt Räume in Museen.,Rolf Grohmann,Oel auf Platte,Sonstiges,Oel auf Platte · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520503_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520503_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520503_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520503.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520503.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_62.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.205.04,Provencalische Impression,Dieser Künstler verwandelt Räume in Museen.,Rolf Grohmann,Oel auf Karton,Sonstiges,Oel auf Karton · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520504_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520504_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520504_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520504.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520504.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_62.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.205.05,Venedig,Dieser Künstler verwandelt Räume in Museen.,Alexander Solotzew,Acryl auf Platte,Sonstiges,Acryl auf Platte · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520505_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520505_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520505_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520505.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520505.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520505.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.206.00,Abendlicher Ausritt,Dieser Künstler verwandelt Räume in Museen.,Alexander Solotzew,Acryl auf Leinwand,Sonstiges,Acryl auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520600_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520600_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520600_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520600.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520600.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520600.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.207.00,Fischer am Strand Netz einziehend,Dieser Künstler verwandelt Räume in Museen.,Guido Bertuzzi,Öl auf Leinwand,Sonstiges,Öl auf Leinwand · Sonstiges,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst,https://kunsttage-ludwigshoehe.de/uploads/reels/2520700_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520700_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2520700_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520700.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520700.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2520700.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.300.01,Speyer,Dieser Künstler verwandelt Räume in Museen.,Gerhard Hofmann,Farbradierung,Abstrakt,Farbradierung · Abstrakt,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #AbstractArt,https://kunsttage-ludwigshoehe.de/uploads/reels/2530001_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530001_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530001_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530001.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530001.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_67.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.300.02,Pfalzpanorama,Dieser Künstler verwandelt Räume in Museen.,Gerhard Hofmann,Farbradierung,Abstrakt,Farbradierung · Abstrakt,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #AbstractArt,https://kunsttage-ludwigshoehe.de/uploads/reels/2530002_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530002_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530002_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530002.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530002.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_67.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.300.03,Rheinland-Pfalz,Dieser Künstler verwandelt Räume in Museen.,Gerhard Hofmann,Farbradierung,Abstrakt,Farbradierung · Abstrakt,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #AbstractArt,https://kunsttage-ludwigshoehe.de/uploads/reels/2530003_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530003_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530003_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530003.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530003.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_67.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.300.04,Hamacher Fest 1832,Dieser Künstler verwandelt Räume in Museen.,Gerhard Hofmann,Farbradierung,Abstrakt,Farbradierung · Abstrakt,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #AbstractArt,https://kunsttage-ludwigshoehe.de/uploads/reels/2530004_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530004_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530004_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530004.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530004.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_67.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.300.05,Weinstraßen-Panorama,Dieser Künstler verwandelt Räume in Museen.,Gerhard Hofmann,Farbradierung,Abstrakt,Farbradierung · Abstrakt,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #AbstractArt,https://kunsttage-ludwigshoehe.de/uploads/reels/2530005_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530005_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530005_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530005.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530005.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_67.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.300.06,Edenkoben,Dieser Künstler verwandelt Räume in Museen.,Gerhard Hofmann,Farbradierung,Abstrakt,Farbradierung · Abstrakt,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #AbstractArt,https://kunsttage-ludwigshoehe.de/uploads/reels/2530006_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530006_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530006_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530006.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530006.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_67.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
25.300.07,Freiflug,Dieser Künstler verwandelt Räume in Museen.,Gerhard Hofmann,Farbradierung,Abstrakt,Farbradierung · Abstrakt,,#Kunsttage2026 #Pfalzkunst #ContemporaryArt #Edenkoben #Benefizkunst #AbstractArt,https://kunsttage-ludwigshoehe.de/uploads/reels/2530007_t7.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530007_t14.jpg,https://kunsttage-ludwigshoehe.de/uploads/reels/2530007_t23.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530007.jpg,https://kunsttage-ludwigshoehe.de/uploads/web/2530007.jpg,https://kunsttage-ludwigshoehe.de/uploads/portraits/portrait_67.jpg,14. Kunsttage auf der Ludwigshöhe,17. & 18. Oktober 2026,Schloss Villa Ludwigshöhe · Edenkoben · Eintritt frei,Alle Werke → Link in Bio
